Cód. Parceiro;Qty;Prazo Cross Dock
PH150;8072;7
SP180;880;7
SP178;7658;7
SP181;282;7
SP179;468;7
SP206;81;2
SP155;0;7
PH149;564;7
PH147;2640;7
PH148;1389;7
SP200;164;7
SP190;0;7
SP118;0;7
PH151;834;7
PH152;228;7
SP208;426;7
SP209;0;7
SP173;0;7
PH153;0;7
38309434;0;12
38309435;0;12
38309436;0;12
38309437;0;12
38309438;0;12
38309439;0;12
39240634;0;12
39240635;0;12
39240636;0;12
39240637;0;12
39240638;0;12
39240639;0;12
38312644;0;12
38312645;0;2
39466143;0;12
39466144;0;12
39466145;0;12
39468134;0;12
39468135;25;12
39468136;0;12
39468137;13;12
39468138;18;12
39468139;0;12
39468038;0;12
39468044;18;12
39468045;14;12
39469734;4;12
39469735;4;12
39469738;0;12
39469739;0;12
39469638;8;12
39469639;0;12
39469644;5;12
39469645;14;12
39469934;8;12
39469935;33;12
39469936;10;12
39469937;20;12
39469938;21;12
39469939;10;12
39469838;0;12
39469839;0;12
39469844;13;12
39469845;10;12
39355735;0;12
39468244;0;12
39468245;21;12
39037534;0;12
39037535;0;12
803050UNICA;40;10
750575UNICA;46;10
750577UNICA;30;10
750579UNICA;6;10
750581UNICA;16;10
750680UNICA;47;10
750690UNICA;80;10
750552UNICA;100;10
750121VERMELHO;0;10
159005UNICA;100;10
159010UNICA;100;10
ICBO00BR_31;0;30
ISSW2900_26;0;30
ISSW29BR_29;0;30
IXAP5083_C48;0;30
IXCE5107_CL;0;30
IXCR6006GLE8;0;30
CTS_101;0;10
CTS_302;0;10
CTC_302;0;10
PTN_101;0;10
PTN_206;0;10
PTN_302;0;10
EBE_101;0;10
EBE_302;0;10
NCB_101;3;2
NCB_302;0;10
EE0_101;0;10
EE0_302;0;10
NVP_101;2;2
NVP_206;1;2
NVP_302;0;10
NVG_101;0;10
NVG_302;0;10
EDP_101;0;10
EDP_302;0;10
NGC_101;0;10
NGC_302;0;10
BFR_101;0;10
BFR_302;0;10
BTC_101;4;2
BTC_302;0;10
LTP_101;0;10
LTP_302;0;10
MWK_101;0;10
MWK_302;0;10
BBU_101;0;10
BBU_302;0;10
PTD_101;0;10
PTD_302;0;10
MUT_101;0;10
MUT_302;0;10
NCM_101;0;10
NCM_302;0;10
NCT_101;0;10
NCT_302;0;10
CRD_101;0;10
D107PTC;0;8
D107PTV;0;8
D202CZ;0;8
1430GR;0;8
1430PTCZ;0;8
8025PRETO;0;8
D805CZ;0;8
D805PT;0;8
D504AZ;0;8
D504BG;0;8
8181GRV;0;8
8181JNSV;0;8
8181PCZ;0;8
8181ROSA;0;8
8181GR;0;8
8181PT;0;8
8181DCAP;0;8
8181DPT;0;8
8181DPVI;0;8
IMP91142;0;30
IMP91063;0;30
IMP91259;0;30
IMP91260;0;30
CAX90241;0;30
CAX90242;0;30
IMP91126;0;30
IMP91127;0;30
60pt;0;12
S60206EGG;9;2
S60202EGG;8;12
S10202GG;0;12
IMP91257;0;30
IMP91258;0;30
38pt-az;0;12
101387481505;0;12
101387481451;0;12
39472234;0;12
39472235;0;12
39472236;0;12
39472237;0;12
39472238;0;12
39472239;0;12
39859938;16;12
39859939;30;12
39859940;0;12
39859941;0;12
39859942;0;12
39859943;0;12
39859944;25;12
39859945;23;12
39860034;8;12
39860035;40;12
39860036;22;12
39860037;33;12
39860038;33;12
39860039;11;12
359285PP;0;12
353663PP;0;12
S10122PP;0;12
S10124PP;0;12
S10702PP;32;12
S10702P;53;12
S10702M;60;12
S10702G;25;12
S10702GG;13;12
S10723G;16;12
S10723GG;7;12
S10723M;28;12
S10723P;0;12
S10723PP;4;12
BI124;0;7
BI126;405;2
BR385;0;7
ES136;0;7
ES137;0;7
7899838823072;1398;7
7899838823089;2605;7
7899838823096;1967;7
7899838823102;1070;7
7899838823119;2517;7
7899838823126;3311;7
7899838823959;0;7
7899838809441;0;7
7899838820408;0;7
7899838820552;2313;7
7899838822723;0;7
7899838822730;0;7
7899838823157;5758;7
7899838823164;0;7
7899838825113;0;7
7899838825120;0;7
IXCA2057_44;0;30
IXCA2057_47;0;30
IXCA2057_03;0;30
IXCA2057_50;0;30
151295UNICA;66;10
151260UNICA;100;10
151262UNICA;100;10
151270UNICA;0;10
151272UNICA;100;10
IAKADJ00NF;0;30
IMSMERGL42;0;30
IXAU3041PR32;0;30
IXAU3044PR03;0;30
IXAU3044PR44;0;30
IXAU3044PR47;0;30
IXAU3044PR50;0;30
IXCJ4015PR89;0;30
IXCJ4016PR03;0;30
IXCJ4016PR48;0;30
IXCR6006GL42;0;30
IXCR6006GL43;0;30
P9043;0;7
IXAP0358BR17;0;30
IXAP0358BR03;0;30
IXBA3050GL19;0;30
IXBA3050GL10;0;30
IXBA3050GL01;0;30
750269AMARELO;20;10
750615BOLA;27;10
750615LISA;100;10
750615TBAL;33;10
750267AMARELO;37;10
706140PRETO;0;10
750620AZUL;100;10
750620PRETO;100;10
750620VERDE;100;10
548007PRETO;69;10
IXAP0357PR;0;30
2090GR;0;8
MC800;0;2
BB302;0;15
BB308;0;15
BB550;0;15
BB551;0;15
BB552;0;15
BB554;0;15
BB555;0;15
50pt-cm;0;12
IXCJ4014PR47;0;30
3200pt-qd;0;12
110130001842_TM;0;12
110130001999_TM;0;12
101387480105_TM;0;12
101387480107_TM;0;12
110130002001_TM;0;12
110162010748_TM;0;12
110160500748_TM;0;12
110162700748_TM;0;12
110128107180_TM;0;12
110128107030_TM;0;12
110130001526_TM;0;12
110130002232_TM;0;12
110130002458_TM;0;12
101387481452_TM;0;12
110130001998_TM;0;12
101387481310_TM;0;12
101387481311_TM;0;12
110130001838_TM;0;12
110130001839_TM;1;12
110130000188_TM;0;12
110130001845_TM;0;12
110130001996_TM;0;12
110162400703_TM;0;12
101200160003;0;20
101200160002;0;20
4125AZG;0;12
S10524G;6;12
S10524GG;12;12
S10524M;0;12
S10524P;0;12
S10524PP;0;12
S10526G;0;12
S10526GG;0;12
S10526M;0;12
S10526PP;0;12
S10624G;0;12
S10808G;0;12
S10808GG;0;12
S10808M;0;2
S10808P;25;12
S10808PP;0;12
S10816G;0;12
S10816GG;9;12
S10816M;0;12
S10816P;0;12
S10832G;16;12
S10832GG;11;12
S10832M;5;12
S10832P;9;12
S10832PP;13;12
S10833G;17;12
S10833GG;9;12
S10833M;0;12
S10833P;0;12
S10833PP;0;12
S10123PP;0;12
S80812G;0;12
S80812M;0;12
S80812P;0;12
S60708EGG;13;12
S60708G;46;12
S60708GG;32;12
S60708M;11;12
S60708P;14;12
S60712EGG;12;12
S60712G;39;12
S60712GG;30;12
S60712M;13;12
S60712P;9;12
S60713G;0;12
S60731EGG;15;12
S60731G;64;12
S60731GG;44;12
S60731M;14;12
S60731P;11;12
S60802EGG;29;12
S60802G;0;12
S60802GG;11;12
S60808EGG;23;12
S60808G;0;12
S60808GG;26;12
S60812EGG;8;12
S60817EGG;9;12
S60817G;0;12
S60817GG;0;12
S60902EGG;0;12
S60902GG;0;12
S60903EGG;0;12
S60903GG;0;12
S60908EGG;0;12
S60908GG;0;12
S61002EGG;8;12
S61002G;0;12
S61002GG;0;12
S61002P;0;12
S61008EGG;28;12
S61008G;16;12
S61008GG;22;12
S61008M;0;12
S61008P;0;12
S61016EGG;11;2
S61016GG;7;12
S61016P;0;12
S61032EGG;11;12
S61032G;0;12
S61032GG;0;12
S60508EGG;38;12
S60508G;74;12
S60508GG;42;12
S60508M;49;12
S60508P;36;12
S60509EGG;15;12
S60509G;0;12
S60509GG;5;12
S60512G;0;12
S60512GG;0;12
S60502EGG;15;12
S60502G;0;12
S60502GG;0;12
S60112EGG;18;12
21pt-bl;0;12
13166352;0;15
20889030;0;15
26470075;0;15
26471075;0;15
26475095;0;15
26476085;0;15
26476095;0;15
26476105;0;15
26480001;0;15
26481001;0;15
26483000;0;15
26484000;0;15
26485000;0;15
26486000;0;15
26488001;0;15
26489001;0;15
26490001;0;15
26492001;0;15
26499012;0;15
26500003;0;15
26500007;0;15
26500009;0;15
26500015;0;15
26500020;0;15
43780001;0;15
43780002;6;15
43780003;5;15
61101200;0;15
61114320;0;15
61530000;0;15
61530010;0;15
61530100;0;15
61535030;0;15
61535060;0;15
61535080;0;15
61535530;0;15
61535560;0;15
61535580;0;15
61720350;0;15
61785280;0;15
91751123;117;15
91754140;36;15
91754200;79;15
91758140;27;15
91854200;36;15
92562011;7;15
92563060;15;15
92563070;7;15
92566621;11;15
92812010;1;2
92813010;41;15
92813099;5;15
92813209;6;15
92813210;65;15
92813409;11;15
92813709;5;15
92814001;0;15
92814010;0;15
92814099;0;15
92814201;5;15
92814210;6;15
92814401;9;15
92814701;15;15
92814709;0;15
92815001;6;15
92815009;8;15
92815010;0;15
92815099;0;15
92815201;7;15
92815209;0;15
92815210;6;15
92815401;0;15
92815409;0;15
92815701;0;15
92815709;8;15
94518000;158;15
94518005;430;15
94535001;40;15
94535003;237;15
94535101;28;15
94535106;5;15
94535108;5;15
94538105;1;2
94538120;529;15
94538130;366;15
94538245;8;15
94538505;37;15
94538512;59;15
94539001;24;15
94539002;17;15
94539020;0;15
94539200;15;15
94539201;7;15
94539202;17;15
94539203;9;15
94539204;0;15
94539205;0;15
94539206;0;15
94539220;6;2
94539221;11;15
94539222;11;15
94539223;13;15
94539224;0;15
94539225;9;15
94539226;6;15
94540010;8;15
94540015;36;15
94540016;0;15
94540017;21;15
94540018;13;15
94540020;47;15
94540022;83;15
94540023;0;15
94540028;9;15
94540036;23;15
94540037;5;15
94540045;0;15
94540046;31;15
94540401;0;15
94540403;8;15
94540404;0;15
94540501;26;15
94540601;0;15
94540602;1;2
94540707;5;15
94540708;0;15
94540709;45;15
94540710;0;15
94540711;0;15
94540712;0;15
94540718;7;15
94540735;0;15
94542000;0;15
94542105;50;15
94542112;102;15
94542120;25;15
94542130;39;15
94543006;49;15
94543012;16;15
94544008;0;15
42546012;37;15
42546022;16;15
42550012;36;15
42550022;19;15
42552012;31;15
42552022;31;15
42554012;12;15
42554022;20;15
10019050;0;15
10022100;0;15
10057100;0;15
10063100;0;15
10065100;0;15
10066100;0;15
10092070;0;15
10094060;0;15
10095060;0;15
10100050;0;15
10101050;0;15
10102050;0;15
10130060;0;15
10131100;0;15
10180100;0;15
10184100;0;15
10239097;0;15
10239098;0;15
10239162;0;15
10239277;0;15
10239278;0;15
10239382;0;15
10239592;0;15
10317100;0;15
10399028;0;15
10399029;22;15
10399057;0;15
10399058;0;15
10400100;0;15
10408100;0;15
10462152;0;15
13053100;0;15
13055100;0;15
13176050;0;15
13177050;0;15
13178100;0;15
13208052;0;15
13209052;0;15
13214052;0;15
13215052;0;15
13219052;0;15
20048040;0;15
20048740;0;15
20099020;0;15
20099061;0;15
20099720;0;15
20125038;0;15
20239016;0;15
20239716;0;15
20252036;0;15
20298660;0;15
20298664;0;15
20298760;0;15
20298761;0;15
20298764;0;15
20299021;0;15
20399782;0;15
20399783;0;15
20499040;0;15
20499130;0;15
20499134;0;15
20499730;0;15
20499740;0;15
20500626;0;15
20500726;0;15
20510626;0;15
20510726;0;15
20520624;0;15
20520626;0;15
20520628;0;15
20520724;0;15
20520726;0;15
20520728;0;15
20530616;1;2
20530622;0;15
20530624;0;15
20530626;0;15
20530628;0;15
20530722;0;15
20530724;0;15
20530726;0;15
20530728;0;15
20535620;0;15
20535624;0;15
20535720;0;15
20535724;0;15
20536622;0;15
20538622;0;15
20538722;0;15
20539620;0;15
20545632;0;15
20545636;58;15
20545732;0;15
20545736;0;15
20553614;0;15
20553714;0;15
20563024;0;15
20564024;0;15
20582620;0;15
20582720;0;15
20586620;0;15
20586720;0;15
20589624;0;15
20589724;0;15
20598610;0;15
20598710;0;15
20599287;0;15
20599288;0;15
20599660;0;15
20599661;0;15
20599760;0;15
20599761;0;15
20599987;0;15
20599988;0;15
20699742;0;15
20699743;0;15
20771722;0;15
20799690;0;15
20799756;0;15
20850020;0;15
20850024;0;15
20850026;0;15
20850028;0;15
20850720;0;15
20850724;0;15
20850726;0;15
20850728;0;15
20855024;0;15
20855724;0;15
20858024;0;15
20858724;7;15
20860020;0;15
20860022;0;15
20860024;0;15
20860028;0;15
20860720;0;15
20860722;0;15
20860724;0;15
20860728;0;15
20861016;0;15
20861018;0;15
20861020;0;15
20861716;11;15
20861718;0;15
20861720;0;15
20862024;0;15
20862724;0;15
20863028;0;15
20863728;0;15
20866014;0;15
20866714;0;15
20867028;0;15
20867728;0;15
20868032;0;15
20868036;0;15
20868732;0;15
20868736;0;15
20883028;0;15
20884028;0;15
20884030;0;15
20884032;0;15
20885024;0;15
20885028;14;15
20885032;0;15
20887032;0;15
20888020;0;15
20888024;0;15
20888026;0;15
20888028;0;15
20890025;0;15
20890030;0;15
20891036;0;15
20892030;0;15
20892032;0;15
20895028;0;15
20895032;0;15
20895038;0;15
20896045;0;15
20896060;0;15
20897022;1;2
20897024;0;15
20897026;0;15
20897030;0;15
20898030;0;15
20899050;0;15
20899053;0;15
20899750;0;15
20899751;0;15
21141178;0;15
21141198;0;15
21190078;0;15
21190098;0;15
21191078;0;15
21191098;0;15
21198463;0;15
21198759;0;15
21198761;0;15
21198762;0;15
21198763;0;15
21198764;0;15
21198765;0;15
21198768;0;15
21198959;0;15
21198961;0;15
21198964;0;15
21198965;0;15
21198966;0;15
21199496;0;15
21199705;0;15
21199764;0;15
21199783;0;15
21199789;0;15
21199796;0;15
21199905;0;15
21199964;0;15
21199983;0;15
21199989;0;15
21199996;0;15
21399755;0;15
21399955;0;15
21573077;0;15
21575098;0;15
21599458;0;15
21599459;0;15
21599758;0;15
21599958;0;15
21599959;0;15
22234106;0;15
22299011;0;15
22299026;0;15
22299050;0;15
22399020;49;15
22399028;0;15
23099932;0;15
23198050;1;2
23499173;0;15
23499473;0;15
23499773;0;15
23738000;1;2
23751004;1;2
23799037;0;15
23799077;0;15
23899060;0;15
23899065;0;15
24009108;0;15
24010108;0;15
24010110;0;15
24011106;0;15
24011108;0;15
24011110;0;15
24012110;0;15
24013110;0;15
24014006;0;15
24014106;0;15
24020105;0;15
24020107;0;15
24023106;0;15
24024107;0;15
24025107;0;15
24026107;0;15
24029000;0;15
24032010;0;15
24099016;0;15
24099017;0;15
24099020;0;15
24099021;0;15
24099025;0;15
24099027;0;15
24099035;0;15
24099037;0;15
24099072;0;15
24099076;0;15
24420082;0;15
24421082;0;15
24607182;0;15
24608182;0;15
24609082;0;15
24609182;0;15
24621082;0;15
24671180;2;2
24681180;2;2
24699816;0;15
25099940;0;15
25099943;1;2
25601100;0;15
25601110;0;15
25601170;0;15
25601180;0;15
25680173;1;2
25683100;0;15
26080147;0;15
26080177;0;15
26080197;0;15
26099081;0;15
26459100;0;15
26499026;0;15
26499030;0;15
26499035;0;15
26499040;0;15
26499042;0;15
27813007;0;15
27814010;0;15
27814013;0;15
27814014;0;15
27899062;0;15
29899041;0;15
29899063;0;15
29899064;0;15
29899065;0;15
29899067;0;15
61030810;0;15
61030820;0;15
61040223;0;15
61041000;0;15
61041013;0;15
61041110;0;15
61041820;0;15
61042000;0;15
61042013;0;15
61042110;0;15
61043023;0;15
61045010;0;15
61047023;0;15
61050020;0;15
61050040;0;15
61050060;0;15
61051150;0;15
61051180;0;15
61052180;0;15
61053180;0;15
61054150;0;15
61055150;0;15
61055200;0;15
61056040;0;15
61056150;0;15
61056200;0;15
61058200;0;15
61060060;0;15
61061150;0;15
61061180;0;15
61063180;0;15
61065150;0;15
61066150;0;15
61068150;0;15
61071060;0;15
61071100;0;15
61081060;0;15
61081100;0;15
61094210;0;15
61095210;0;15
61096210;0;15
61101000;0;15
61107140;0;15
61224361;0;15
61276420;0;15
61315394;0;15
61315434;0;15
61338360;0;15
61340200;0;15
61346080;0;15
61409340;0;15
61409420;0;15
61410201;0;15
61410240;0;15
61413407;0;15
61422251;0;15
61437081;0;15
61437101;0;15
61440490;0;15
61471110;0;15
61475120;0;15
61475140;0;15
61482150;0;15
61491450;0;15
61517350;0;15
61517400;0;15
61517450;0;15
61517454;0;15
61518530;0;15
61521390;0;15
61525454;0;15
61528394;0;15
61533010;0;15
61534020;0;15
61534030;0;15
61570080;0;15
61570100;0;15
61575120;0;15
61575140;0;15
61641120;0;15
61641180;0;15
61642140;0;15
61642200;0;15
61644030;0;15
61644034;0;15
61644050;0;15
61644054;0;15
61644056;0;15
61644070;0;15
61644074;0;15
61644076;0;15
61644100;0;15
61644104;0;15
61644106;0;15
61645100;3;2
61645104;0;15
61645106;0;15
61760470;0;15
61770060;0;15
61770200;0;15
61780010;0;15
61800473;0;15
61800474;0;15
61807003;0;15
62200200;0;15
62201160;0;15
62203240;0;15
62204200;0;15
62337260;0;15
62337304;0;15
62361160;0;15
62361164;0;15
62361200;0;15
62361204;0;15
62363220;0;15
62363224;0;15
62363244;0;15
62364160;0;15
62364180;0;15
62364184;0;15
62364200;0;15
62364220;0;15
62364224;0;15
62364240;0;15
62364244;0;15
62365184;0;15
62365220;0;15
62367160;0;15
62376204;0;15
62376207;0;15
62376247;0;15
62378340;0;15
62500200;0;15
62500240;0;15
62500280;0;15
62501140;64;15
62501160;0;15
62501200;0;15
62501240;0;15
62503160;0;15
62503200;0;15
62503240;0;15
62503280;0;15
62504160;0;15
62504200;0;15
62504240;0;15
62504280;0;15
62505200;0;15
62505240;16;15
62505280;0;15
62507140;0;15
62507160;0;15
62508200;0;15
62508240;0;15
62508280;0;15
62510240;0;15
62511223;0;15
62511226;0;15
62513222;0;15
62513223;0;15
62513226;0;15
62514200;0;15
62516222;0;15
62516223;0;15
62516226;0;15
62517240;0;15
62519140;0;15
62635200;0;15
62635204;0;15
62635207;0;15
62635260;0;15
62635267;0;15
62635300;0;15
62635304;0;15
62635307;0;15
62637200;0;15
62637206;0;15
62637207;0;15
62637260;0;15
62637266;0;15
62637267;0;15
62637300;0;15
62637307;0;15
62639360;0;15
62643400;0;15
62643450;0;15
62644360;0;15
62645400;0;15
62646360;0;15
62649400;0;15
62649450;0;15
62651160;0;15
62651164;0;15
62651200;0;15
62651204;0;15
62653220;0;15
62653224;0;15
62653240;0;15
62653244;0;15
62654160;0;15
62654180;0;15
62654200;0;15
62654204;0;15
62654220;0;15
62654240;0;15
62655180;0;15
62655200;0;15
62655220;0;15
62655240;0;15
62655244;0;15
62657160;0;15
62666240;0;15
62667203;0;15
62667223;18;15
62720200;0;15
62720240;0;15
62721200;0;15
62723200;0;15
62723240;0;15
62723280;0;15
62724160;14;15
62724240;0;15
62932140;0;15
63817101;0;15
63850210;0;15
63850250;0;15
63917140;0;15
64210900;0;15
64210930;0;15
64220220;0;15
64220920;0;15
64310080;0;15
64310114;0;15
64310150;0;15
64310250;0;15
64310260;0;15
64310400;0;15
64400710;0;15
64400770;0;15
64430780;0;15
64430800;0;15
64430810;0;15
64510020;0;15
64510080;0;15
64510090;0;15
64510130;0;15
64510184;0;15
64510190;0;15
64510264;0;15
64510274;0;15
64510280;0;15
64510860;0;15
64510880;0;15
64510890;0;15
64700030;0;15
64700100;0;15
64700130;0;15
65260010;0;15
65360010;0;15
65360070;0;15
65360280;0;15
65360290;0;15
65500000;0;15
65500040;5;15
65500300;0;15
65500400;0;15
65500410;0;15
65510200;106;15
65510560;0;15
65650050;0;15
65650060;0;15
65650070;0;15
65650170;82;15
65650190;0;15
65650310;0;15
65650684;0;15
65720000;0;15
65720010;0;15
66812700;0;15
66815700;0;15
66901000;0;15
66901300;0;15
66901840;0;15
66902000;0;15
66902005;0;15
66903144;0;15
66903154;0;15
66906005;0;15
66906010;0;15
66906064;0;15
66906300;0;15
66906520;0;15
66906770;0;15
66906774;0;15
66906780;0;15
66906784;0;15
66906790;0;15
66906794;0;15
66906840;0;15
66906890;0;15
66912000;0;15
66912200;0;15
66912614;0;15
66917005;0;15
66925005;0;15
66928005;0;15
66928635;0;15
66928637;0;15
66931000;0;15
66932865;0;15
66936210;0;15
66950017;0;15
66950027;0;15
66950520;0;15
66950774;0;15
66950847;0;15
66962005;0;15
66962120;0;15
66962124;0;15
66962130;0;15
66962134;0;15
66962140;0;15
66962150;0;15
66962154;0;15
66962210;0;15
66962594;0;15
66962770;0;15
66962774;0;15
66962930;0;15
66962970;0;15
66965215;0;15
66979005;0;15
66982594;0;15
66986160;0;15
66986554;0;15
66986594;0;15
66986614;0;15
20539720;0;15
64210720;0;15
62123203;0;15
62124163;0;15
62124243;0;15
62125203;0;15
22399037;108;15
10363364;0;15
10364364;0;15
20901735;0;15
10363367;0;15
10363368;0;15
10363610;0;15
10364367;0;15
10364368;0;15
10364610;0;15
13014605;0;15
13014606;0;15
13014607;0;15
13015605;0;15
13015606;0;15
13015607;0;15
13015608;0;15
13015610;0;15
13016605;0;15
13016608;0;15
13016610;0;15
13019605;0;15
13019606;0;15
13019608;0;15
13019610;0;15
13020810;0;15
13021806;0;15
13021807;0;15
13021808;0;15
13021810;0;15
13022806;0;15
13022807;0;15
13022808;0;15
13022810;0;15
13023806;0;15
13023807;0;15
13023810;0;15
13024605;0;15
13025605;0;15
20940730;0;15
20943728;0;15
20951432;0;15
20960030;1;2
20960410;0;15
20960424;0;15
20961420;0;15
20963028;0;15
94701501;30;15
94702101;9;15
94702201;31;15
94703501;428;15
94707201;12;15
94708201;33;15
94708501;340;15
94708502;51;15
94726501;102;15
94753501;0;15
94814221;0;15
94815221;31;15
94816221;6;15
94831110;8;15
94865220;116;15
71952175;0;15
71953315;0;15
71955450;0;15
24011006;0;15
24011008;0;15
24011010;0;15
24020007;0;15
24024007;0;15
24025007;0;15
93712103;6;15
93713903;7;15
93723903;5;15
94022207;623;15
94024202;7;15
94025102;48;15
94025107;61;15
94026102;68;15
94026107;5;15
94030202;238;15
94031202;0;15
94052402;119;15
94052407;403;15
94054402;122;15
94083507;108;15
94091102;5;15
94092102;19;15
94093102;0;15
94094102;0;15
94095102;10;15
94401107;0;15
92030009;56;15
92030010;51;15
92030109;43;15
92032009;85;15
92032040;13;15
92032109;109;15
92032210;46;15
92033011;70;15
92034007;33;15
92034010;0;15
92035070;0;15
92035080;89;15
92035210;117;15
92036007;52;15
92036010;41;15
92036040;27;15
92036109;123;15
92037000;177;15
92037009;291;15
92037010;352;15
92037040;84;15
92037070;42;15
92037210;103;15
92038000;56;15
92038009;333;15
92038010;64;15
92038040;27;15
92039007;52;15
92039010;14;15
92039040;27;15
92039109;29;15
92040010;16;15
92040070;35;15
92040210;23;15
92041009;0;15
92041010;10;15
92041040;28;15
92042009;8;15
92042010;68;15
92042040;5;15
92044009;7;15
92044010;18;15
92044040;5;15
92048000;242;15
92048010;71;15
92049040;23;15
92053009;42;15
92053010;58;15
92053030;0;15
92053040;31;15
92056009;5;15
92056011;13;15
92061009;0;15
92061010;6;15
92067009;12;15
92067010;27;15
92067040;0;15
92068009;39;15
92068010;26;15
92068040;10;15
92070009;46;15
92071009;5;15
92072009;11;15
92072010;5;15
92072040;6;15
92073210;131;15
92073910;7;15
92076009;8;15
92076010;0;15
92078009;15;15
92078040;8;15
92236007;893;15
92236010;79;15
92236040;218;15
92236090;525;15
92236109;219;15
92237000;507;15
92237007;531;15
92237010;156;15
92237040;421;15
92237090;130;15
92237109;690;15
92240010;0;15
92242010;5;15
92254010;0;15
92254070;7;15
92256010;372;15
92257010;42;15
92301010;40;15
92302010;0;15
92304010;117;15
92306010;12;15
92308010;10;15
92314000;15;15
92314009;88;15
92314040;27;15
92314070;0;15
92321010;12;2
92350009;12;15
92350010;7;15
92350040;5;15
92352009;41;15
92352010;26;15
92352040;10;15
92352109;26;15
92353010;16;15
92353040;0;15
92353109;11;15
92354010;7;15
92354109;6;15
92359010;7;15
92359020;0;15
92359070;7;15
92359210;9;15
92400010;30;15
92401010;52;15
92491007;12;15
92491010;18;15
92491109;7;15
92493010;7;15
92494007;6;15
92494010;29;15
92494109;9;15
92727210;11;15
10630028;0;15
10630031;6;15
10637064;8;15
10668076;0;15
10832072;7;15
10832076;127;15
10833076;18;15
10834076;24;15
10835076;35;15
10850076;44;15
10851076;11;15
10852076;14;15
10854076;18;15
10855072;5;15
10855076;120;15
10872076;11;15
10886076;10;15
10887076;6;15
10889072;0;15
10904076;5;15
10928076;6;15
10973076;26;15
10977072;6;15
10978076;15;15
10979076;6;15
10980076;13;15
10981072;0;15
10999052;39;15
10999054;30;15
10999056;49;15
10999060;62;15
10999081;0;15
12999009;0;15
13791080;9;15
13791084;9;15
13792080;6;15
13792084;10;15
13793080;0;15
13793084;6;15
13794080;6;15
13794084;6;15
13795080;0;15
13855016;12;15
13873076;9;15
13876050;169;15
13877050;0;15
14004410;6;15
14007170;8;15
14020410;13;15
14040110;41;15
14043410;18;15
14060110;98;15
14060410;59;15
14061110;28;15
14063110;51;15
14063410;8;15
14064110;7;15
14064410;9;15
14065470;9;15
14068160;6;15
14068170;12;15
14068470;5;15
10630066;22;15
10630068;11;15
79812333;15;15
92122060;27;15
92122070;28;15
92124010;7;15
92124070;0;15
92340016;19;15
92340017;23;15
92340097;14;15
92360000;152;15
92361000;77;15
92370009;37;15
92370010;37;15
92370109;19;15
92372060;17;15
92372070;18;15
92381010;19;15
92381060;22;15
92381070;9;15
43408434;5;2
43408435;7;15
78124801;17;15
10699076;0;15
10799074;5;15
10915084;5;15
13007807;0;15
13007808;0;15
13840083;0;15
13850083;0;15
13853056;5;15
13872076;7;15
13875056;6;15
13900101;8;15
13901101;5;15
13902101;19;15
13903101;6;15
13908101;11;15
13909101;7;15
13910101;0;15
14060131;123;15
14060134;11;15
14060434;53;15
14100131;7;15
14100134;0;15
14100435;5;15
14062131;16;15
14062134;27;15
14062135;25;15
14062431;7;15
14062435;5;15
13006810;0;15
94880002;29;15
44952025;13;15
44610212;5;15
44720211;0;15
44833522;0;15
44834222;9;15
44841112;8;15
44016110;6;15
44017111;12;15
44051108;123;15
44055101;0;15
44057100;13;15
44052206;25;15
